top_comp;bottom_comp;num_pieces;cycles;paths;points;index;fm_dimension;fm_volume;fm_nvolume;fm_ehrhart;fm_fvector;sfm_dimension;sfm_volume;sfm_nvolume;sfm_ehrhart;sfm_fvector
2|1|2|2|1;3|5;2;0;2;0;2;6;1/16;45;1/16*t^6 + 31/48*t^5 + 43/16*t^4 + 277/48*t^3 + 27/4*t^2 + 49/12*t + 1;(1, 21, 66, 94, 75, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|2|2|1;4|1|1|1|1;3;0;2;1;2;5;1/3;40;1/3*t^5 + 13/6*t^4 + 11/2*t^3 + 41/6*t^2 + 25/6*t + 1;(1, 20, 52, 57, 32, 9, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;4|1|1|2;2;0;2;0;2;6;1/3;240;1/3*t^6 + 5/2*t^5 + 23/3*t^4 + 37/3*t^3 + 11*t^2 + 31/6*t + 1;(1, 40, 124, 166, 121, 50, 11, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;4|1|2|1;3;1;1;1;3;6;1/6;120;1/6*t^6 + 17/12*t^5 + 59/12*t^4 + 107/12*t^3 + 107/12*t^2 + 14/3*t + 1;(1, 30, 93, 127, 96, 42, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;4|1|3;2;0;2;0;2;6;1/6;120;1/6*t^6 + 17/12*t^5 + 59/12*t^4 + 107/12*t^3 + 107/12*t^2 + 14/3*t + 1;(1, 30, 93, 127, 96, 42, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;4|2|1|1;2;0;1;1;1;6;1/3;240;1/3*t^6 + 5/2*t^5 + 23/3*t^4 + 37/3*t^3 + 11*t^2 + 31/6*t + 1;(1, 40, 124, 166, 121, 50, 11, 1);6;1/720;1;1/720*t^6 + 7/240*t^5 + 35/144*t^4 + 49/48*t^3 + 203/90*t^2 + 49/20*t + 1;(1, 7, 21, 35, 35, 21, 7, 1)
2|1|2|2|1;4|2|2;1;0;1;0;1;7;1/3;1680;1/3*t^7 + 17/6*t^6 + 61/6*t^5 + 20*t^4 + 70/3*t^3 + 97/6*t^2 + 37/6*t + 1;(1, 80, 288, 456, 408, 221, 72, 13, 1);7;1/5040;1;1/5040*t^7 + 1/180*t^6 + 23/360*t^5 + 7/18*t^4 + 967/720*t^3 + 469/180*t^2 + 363/140*t + 1;(1, 8, 28, 56, 70, 56, 28, 8, 1)
2|1|2|2|1;4|3|1;2;0;1;1;1;6;1/6;120;1/6*t^6 + 17/12*t^5 + 59/12*t^4 + 107/12*t^3 + 107/12*t^2 + 14/3*t + 1;(1, 30, 93, 127, 96, 42, 10, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|2|2|1;4|4;2;1;1;0;3;7;1/18;280;1/18*t^7 + 23/36*t^6 + 55/18*t^5 + 71/9*t^4 + 107/9*t^3 + 377/36*t^2 + 5*t + 1;(1, 40, 144, 238, 230, 139, 52, 11, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|2|2|1;5|1|1|1;4;1;1;2;3;5;1/4;30;1/4*t^5 + 7/4*t^4 + 19/4*t^3 + 25/4*t^2 + 4*t + 1;(1, 18, 49, 56, 32, 9, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;5|1|2;3;1;1;1;3;6;1/4;180;1/4*t^6 + 2*t^5 + 13/2*t^4 + 11*t^3 + 41/4*t^2 + 5*t + 1;(1, 36, 116, 161, 120, 50, 11, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;5|2|1;4;2;0;2;4;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 87, 123, 95, 42, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;5|3;3;1;1;1;3;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 87, 123, 95, 42, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;6|1|1;2;0;1;1;1;6;1/15;48;1/15*t^6 + 83/120*t^5 + 23/8*t^4 + 49/8*t^3 + 847/120*t^2 + 251/60*t + 1;(1, 22, 73, 109, 89, 41, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;6|2;1;0;1;0;1;7;1/15;336;1/15*t^7 + 91/120*t^6 + 107/30*t^5 + 9*t^4 + 791/60*t^3 + 1349/120*t^2 + 311/60*t + 1;(1, 44, 168, 291, 287, 171, 61, 12, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|2|2|1;7|1;3;1;1;1;3;6;1/36;20;1/36*t^6 + 7/20*t^5 + 125/72*t^4 + 13/3*t^3 + 413/72*t^2 + 229/60*t + 1;(1, 17, 56, 84, 70, 34, 9, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|2|2|1;8;2;1;1;0;3;7;1/210;24;1/210*t^7 + 61/720*t^6 + 49/80*t^5 + 335/144*t^4 + 1201/240*t^3 + 274/45*t^2 + 543/140*t + 1;(1, 19, 75, 141, 154, 104, 43, 10, 1);3;1/6;1;1/6*t^3 + t^2 + 11/6*t + 1;(1, 4, 6, 4, 1)
2|1|2|3;2|1|2|3;5;3;0;2;6;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 81, 108, 81, 36, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|2|3;2|1|3|1|1;4;1;1;2;3;5;1/4;30;1/4*t^5 + 7/4*t^4 + 19/4*t^3 + 25/4*t^2 + 4*t + 1;(1, 18, 45, 48, 27, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|2|3;2|1|3|2;3;1;1;1;3;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 81, 108, 81, 36, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|2|3;2|1|4|1;3;1;1;1;3;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 87, 123, 95, 42, 10, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|2|3;2|1|5;3;1;1;1;3;6;1/16;45;1/16*t^6 + 31/48*t^5 + 43/16*t^4 + 277/48*t^3 + 27/4*t^2 + 49/12*t + 1;(1, 21, 66, 94, 75, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
